-9999,-9999,-575,-544,-9999,-9999,4050,-9999,4255,-9999,-285,-940,4,-9999,404,3403,-9999
0,-476,-575,-544,-672,4568,4050,4174,-9999,-124,-277,-950,-9999,256,404,3407,17851456
0,-476,-575,-544,-9999,4659,2955,-9999,3805,-9999,-284,-9999,-4,266,404,-9999,17851688
0,-476,-9999,-544,-675,4689,2616,4190,3521,-116,-284,-939,-9999,264,-9999,-9999,17851915
0,-9999,-580,-544,-674,-9999,3526,4210,3278,-9999,-303,-912,-6,264,394,3366,17852146
0,-476,-583,-544,-666,4721,4095,3674,3047,-227,-404,-9999,-6,-9999,406,1361,17852378
0,-502,-596,-9999,-583,3774,2794,-9999,2816,100,-215,-1076,-4,-9999,-9999,-9999,17852627
0,-514,-9999,-9999,-572,2404,3166,2789,-9999,-92,-332,-1036,-15,-9999,416,1435,17852878
0,-524,-9999,-535,-606,1244,2557,1144,2606,-96,-9999,-1256,-9999,246,404,3299,17853128
0,-565,-634,-9999,-9999,693,2318,1895,-9999,-177,-226,-761,-14,256,394,394,17853379
0,-560,-657,-9999,-9999,794,3679,-9999,-9999,-9999,-401,-828,4,266,-9999,2410,17853633
0,-598,-9999,-586,-667,-9999,2298,-9999,1551,-9999,-203,-887,-9999,256,354,-9999,17853877
0,-631,-9999,-552,-670,1114,1776,1134,1387,-50,-356,-9999,-16,266,356,3016,17854150
0,-9999,-611,-546,-654,1876,-9999,2426,-9999,-183,-9999,-9999,-14,264,354,208,17854407
0,-648,-9999,-530,-643,-9999,1480,-9999,-9999,-74,-300,-961,-6,264,346,3111,17854656
0,-9999,-9999,-9999,-9999,2917,-9999,-9999,1640,-139,-9999,-995,-6,-9999,364,3451,17854911
0,-625,-9999,-504,-9999,3901,1497,2996,-9999,-94,-270,-755,-9999,266,344,2350,17855142
0,-641,-500,-514,-685,4304,579,-9999,-9999,-9999,-353,-880,-9999,276,334,3481,17855386
0,-646,-537,-538,-632,-9999,474,3945,1448,-77,-9999,-899,26,-9999,336,3295,17855613
0,-9999,-556,-554,-9999,4307,466,4040,-9999,-161,-268,-887,76,-9999,356,2885,17855869
0,-738,-560,-551,-552,4163,597,4054,-9999,-154,-310,-9999,96,154,396,2596,17856123
0,-718,-9999,-564,-552,3681,231,4004,700,-94,-219,-1000,-9999,71,-9999,-9999,17856377
0,-661,-594,-552,-530,3856,158,3436,-9999,-83,-292,-938,66,44,-9999,2478,17856627
0,-646,-544,-9999,-542,3998,562,3356,148,-172,-312,-934,34,24,445,-9999,17856874
445,-644,-567,-546,-9999,2584,826,3347,1627,-211,-9999,-1373,36,34,434,2454,17857142
445,-660,-9999,-588,-655,3567,2494,-9999,-9999,-128,-243,-842,36,46,-9999,2468,17857397
445,-640,-596,-9999,-593,3970,3667,3340,3970,-212,-9999,-1085,46,44,-9999,2262,17857647
445,-643,-594,-535,-660,4220,4064,3598,4117,-226,-9999,-609,-9999,44,436,2086,17857909
445,-640,-9999,-626,-9999,3369,-9999,2278,-9999,-118,-9999,-808,-9999,53,417,-9999,17858146
445,-695,-9999,-606,-9999,2025,4212,-9999,4342,-54,-554,-1071,66,73,436,-9999,17858380
445,-653,-9999,-636,-9999,-9999,-9999,-9999,-9999,-100,-234,-890,-9999,-9999,-9999,2333,17858649
445,-630,-634,-9999,-9999,893,-9999,-9999,-9999,-168,-337,-9999,54,54,436,-9999,17858925
445,-9999,-632,-604,-547,-9999,4126,508,3300,-21,-629,-9999,-9999,45,429,2483,17859195
445,-608,-686,-542,-9999,1837,2871,-9999,4024,-137,-249,-1031,-9999,4,-9999,2161,17859466
445,-580,-9999,-472,-9999,2959,3822,365,4186,-9999,-252,-9999,-57,-24,456,-9999,17859718
445,-593,-690,-485,-9999,2124,4139,212,3409,-77,-9999,-940,-96,-26,441,1658,17859963
-77,-630,-676,-459,-9999,1908,4314,200,-9999,-154,-276,-832,-114,-36,434,1528,17860197
-77,-608,-637,-464,-589,-9999,4114,481,-9999,-111,-269,-1075,-124,-54,-9999,1399,17860436
-77,-557,-617,-466,-602,1359,4339,473,3072,0,-9999,-840,-136,-54,426,1460,17860667
-77,-9999,-646,-498,-9999,1088,4448,438,3543,-44,-9999,-1020,-136,-54,-9999,1526,17860911
-77,-586,-9999,-518,-9999,-9999,-9999,-9999,-9999,-108,-9999,-789,-146,-33,-9999,1369,17861151
-77,-596,-638,-9999,-591,1276,-9999,1112,-9999,-96,-9999,-792,-156,-15,457,1525,17861413
-77,-650,-646,-599,-9999,1236,-9999,1116,4230,-2,-500,-1115,-9999,-4,464,1257,17861684
-77,-662,-9999,-588,-548,1150,4474,1186,-9999,-1,-9999,-1016,-134,-9999,-9999,1616,17861934
-77,-9999,-9999,-599,-9999,1491,4481,-9999,-9999,-9999,-352,-987,-140,-4,474,1506,17862192
-77,-526,-9999,-611,-498,1348,4481,1096,3781,-132,-9999,-9999,-9999,14,476,1284,17862450
-77,-9999,-9999,-677,-478,-9999,-9999,1172,1351,-9999,-9999,-890,-146,-9999,476,1487,17862716
